emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
payroll supervisor,10.0,CA,MORTGAGE,97500.0,Not Verified,25.81,203000.0,Not Verified,18.02,0,68.0,2009,2,18,11,426332,64048,0,1,,0,0,3,7,5.0,11,0.0,0,2,21300,12,7,4,1,94.4,0,1,debt_consolidation,joint,35000,60,15.05,833.57,C,C4,Feb-2018,Fully Paid,whole,Cash,0.0,36429.6810710116,35000.0,1429.68,0.0
legal assistant,10.0,OR,MORTGAGE,44820.0,Verified,44.34,76820.0,Verified,27.38,0,,2008,0,17,10,253919,45526,0,0,,0,0,4,1,,10,0.0,0,3,10300,6,5,5,2,100.0,0,0,credit_card,joint,18000,60,20.0,476.89,D,D4,Jan-2018,Current,whole,Cash,17085.57,2364.45,914.43,1450.02,0.0
night manager ,3.0,NY,RENT,33280.0,Source Verified,12.91,,,,0,,2014,4,5,5,14659,10104,0,0,,0,0,1,3,5.0,5,0.0,0,1,2500,4,4,3,0,100.0,0,0,debt_consolidation,individual,10000,36,17.09,356.98,D,D1,Jan-2018,Current,fractional,Cash,8896.19,1765.91,1103.81,662.1,0.0
,,MI,MORTGAGE,5000.0,Not Verified,267.55,85000.0,Not Verified,29.93,0,,1998,0,18,8,30300,23414,0,1,,0,0,0,3,,8,0.0,0,5,28500,12,8,5,1,100.0,0,1,debt_consolidation,joint,6000,36,11.98,199.23,B,B5,Mar-2018,Current,whole,Cash,5719.95,390.47,280.05,110.42,0.0
readiness nco,10.0,DE,MORTGAGE,87800.0,Not Verified,32.86,,,,0,75.0,2000,6,43,16,149520,105753,0,0,75.0,0,0,5,5,10.0,16,0.0,0,3,17500,15,11,10,6,97.7,0,0,debt_consolidation,individual,14000,36,12.61,469.09,C,C1,Mar-2018,Current,fractional,Cash,13352.66,957.8,647.34,310.46,0.0
fixer,10.0,NC,MORTGAGE,70000.0,Not Verified,3.59,,,,2,10.0,1992,9,21,11,140272,2859,0,0,47.0,0,0,0,2,1.0,10,0.0,0,3,16000,17,9,3,2,81.0,0,0,debt_consolidation,individual,3000,36,9.92,96.69,B,B2,Feb-2018,Current,whole,Cash,2471.79,620.11,528.21,91.9,0.0
baker,0.0,NM,MORTGAGE,22000.0,Source Verified,30.5,128500.0,Source Verified,17.41,0,,2014,4,9,6,46785,29780,0,0,,0,0,1,4,5.0,6,0.0,0,2,18500,7,5,3,1,100.0,0,0,debt_consolidation,joint,16000,60,13.59,368.9,C,C2,Feb-2018,Current,whole,Cash,15236.35,1451.44,763.65,687.79,0.0
,,MI,OWN,43188.48,Verified,6.67,,,,1,20.0,1992,1,10,3,29500,10452,0,0,,0,0,1,1,3.0,3,0.0,0,1,21000,9,2,1,0,90.0,0,0,other,individual,3000,36,13.59,101.94,C,C2,Feb-2018,Current,whole,Cash,2644.82,497.17,355.18,126.99,15.0
truck driver,10.0,HI,RENT,50000.0,Verified,35.84,,,,0,25.0,2005,5,26,20,74001,42045,0,0,25.0,0,0,3,5,0.0,20,0.0,0,8,14700,19,16,10,0,92.3,0,0,debt_consolidation,individual,15000,60,15.04,357.17,C,C4,Feb-2018,Current,whole,Cash,14486.1,1058.98,513.9,545.08,0.0
registered nurse,3.0,CA,RENT,80000.0,Verified,32.03,,,,0,,2005,2,13,9,136753,99189,0,1,,0,0,6,4,5.0,9,0.0,0,2,15300,3,3,2,0,100.0,0,1,debt_consolidation,individual,10000,36,12.62,335.12,C,C1,Jan-2018,Current,whole,Cash,8825.79,1668.59,1174.21,494.38,0.0
rt,3.0,NH,MORTGAGE,61000.0,Verified,32.74,242000.0,Verified,19.62,0,,1997,0,24,10,133756,84551,0,0,,0,0,6,1,,10,0.0,0,3,26800,10,4,3,0,100.0,0,0,credit_card,joint,35000,36,16.02,1230.85,C,C5,Feb-2018,Current,whole,Cash,31887.38,4861.1,3112.62,1748.48,0.0
it,10.0,OH,MORTGAGE,60000.0,Not Verified,24.08,100000.0,Not Verified,14.78,0,49.0,2005,2,20,8,53654,32717,0,0,62.0,0,88,4,4,7.0,8,0.0,0,2,4800,12,4,4,0,60.0,0,0,credit_card,joint,4000,36,15.04,138.74,C,C4,Mar-2018,Current,whole,Cash,3730.83,412.88,269.17,143.71,0.0
shop foreman,2.0,IL,RENT,63373.0,Verified,33.67,,,,1,5.0,1997,3,24,9,109743,93534,0,0,,0,54,2,5,5.0,9,0.0,0,6,26400,12,7,6,2,70.8,0,0,home_improvement,individual,30000,60,24.84,877.73,E,E3,Mar-2018,Current,fractional,Cash,29213.76,2591.79,786.24,1805.55,0.0
database administrator,1.0,IL,RENT,111275.0,Not Verified,28.86,,,,0,,2008,12,24,10,307262,121734,0,0,,0,0,2,3,1.0,10,0.0,0,5,199500,14,8,5,0,100.0,0,0,debt_consolidation,individual,24000,60,15.05,571.59,C,C4,Jan-2018,Current,whole,Cash,22612.69,2837.88,1387.31,1450.57,0.0
teacher,0.0,MD,RENT,64000.0,Verified,34.89,,,,1,20.0,2007,1,33,19,148624,87583,0,0,,0,0,2,6,7.0,19,0.0,0,9,62200,26,16,10,0,97.0,0,0,other,individual,20000,60,19.42,523.45,D,D3,Mar-2018,Current,whole,Cash,19390.9,1548.77,609.1,939.67,0.0
branch manager,0.0,CO,RENT,210000.0,Source Verified,20.19,,,,0,,1997,1,20,15,163873,94938,0,1,,0,0,6,4,4.0,15,0.0,0,6,25000,10,9,8,0,100.0,0,1,debt_consolidation,individual,30000,36,21.45,1137.2,D,D5,Jan-2018,Current,fractional,Cash,26885.89,5650.25,3114.11,2536.14,0.0
cook,1.0,GA,OWN,23500.0,Source Verified,32.43,,,,0,,2009,1,43,16,30797,10052,0,0,,0,445,2,8,11.0,16,0.0,0,4,12400,21,14,7,0,100.0,0,0,credit_card,individual,5000,36,10.9,163.46,B,B4,Mar-2018,Current,whole,Cash,4762.84,323.89,237.16,86.73,0.0
sr program administrator iii,6.0,TX,MORTGAGE,75000.0,Source Verified,7.42,,,,0,37.0,2006,7,23,10,239512,297461,0,1,37.0,0,608,4,8,0.0,10,0.0,0,2,2500,6,5,3,1,87.0,1,0,debt_consolidation,individual,8000,36,16.02,281.34,C,C5,Feb-2018,Current,fractional,Cash,7287.73,1111.12,712.27,398.85,0.0
,,CA,MORTGAGE,42000.0,Not Verified,11.29,84000.0,Not Verified,9.08,1,11.0,1997,3,24,17,351166,11133,0,0,11.0,0,0,0,8,2.0,17,0.0,0,3,41800,21,16,6,1,95.8,0,0,credit_card,joint,10000,60,13.58,230.52,C,C2,Mar-2018,Current,whole,Cash,9763.97,453.5,236.03,217.47,0.0
,,IN,MORTGAGE,39000.0,Not Verified,17.45,,,,0,67.0,2009,5,15,9,149576,18205,0,1,74.0,0,912,1,6,5.0,9,0.0,0,2,2900,10,7,6,3,86.7,0,1,debt_consolidation,individual,20000,60,18.45,512.78,D,D2,Mar-2018,Current,whole,Cash,19374.64,1517.84,625.36,892.48,0.0
,,OH,MORTGAGE,62933.64,Verified,33.56,,,,0,,2008,11,24,10,228790,71591,0,0,,0,0,1,13,7.0,10,0.0,0,3,48800,14,8,3,3,100.0,0,0,credit_card,individual,20000,36,15.04,693.7,C,C4,Mar-2018,Current,whole,Cash,18654.17,2064.39,1345.83,718.56,0.0
security administrator,10.0,KS,MORTGAGE,50000.0,Not Verified,29.09,,,,0,,1999,0,17,8,64100,30108,0,0,,0,0,1,1,,8,0.0,0,4,40600,10,7,4,0,100.0,0,0,debt_consolidation,individual,20000,60,15.05,476.33,C,C4,Feb-2018,Current,whole,Cash,19080.9,1888.6,919.1,969.5,0.0
,,VA,MORTGAGE,42321.0,Verified,16.93,102453.0,Verified,28.5,1,10.0,1995,0,10,6,244300,16729,0,0,25.0,0,0,0,1,19.0,6,0.0,0,3,19800,6,4,4,3,70.0,0,0,credit_card,joint,30000,36,23.87,1174.94,E,E2,Mar-2018,Current,fractional,Cash,28230.7,3445.25,1769.3,1675.95,0.0
software developer,5.0,CA,RENT,7500.0,Source Verified,8.16,,,,1,15.0,2011,2,5,3,1800,720,0,0,22.0,0,0,0,3,9.0,3,0.0,0,2,1800,4,3,2,0,80.0,0,0,medical,individual,3000,36,19.42,110.61,D,D3,Mar-2018,Current,fractional,Cash,2760.78,328.59,239.22,89.37,0.0
service tegh,10.0,TX,OWN,38000.0,Verified,23.37,,,,0,50.0,1997,3,20,9,87429,56179,1,0,50.0,0,230,2,11,7.0,9,0.0,0,2,26800,13,7,3,0,100.0,0,0,other,individual,3000,36,16.02,105.51,C,C5,Jan-2018,Fully Paid,fractional,Cash,0.0,3201.4922885373,3000.0,201.49,0.0
conversion operations ,4.0,CT,OWN,56000.0,Verified,23.96,,,,0,,2005,1,24,21,91833,46264,0,0,,0,0,1,7,12.0,21,0.0,0,8,54100,20,20,11,0,100.0,0,0,debt_consolidation,individual,30000,60,26.77,911.95,E,E5,Mar-2018,Current,whole,Cash,29509.18,1823.91,490.82,1333.09,0.0
caregiver ,4.0,TX,OWN,10800.0,Not Verified,167.74,65800.0,Not Verified,33.53,0,,1996,6,36,14,120551,71287,0,0,,0,0,3,8,3.0,14,0.0,0,5,60500,15,11,7,0,100.0,0,0,debt_consolidation,joint,4000,36,16.02,140.67,C,C5,Feb-2018,Current,fractional,Cash,3643.87,559.12,356.13,202.99,0.0
executive assistant,3.0,CT,MORTGAGE,69854.0,Verified,45.59,123854.0,Verified,27.47,0,,2009,0,15,12,132093,101221,0,0,,0,0,3,4,14.0,12,0.0,0,3,7500,9,9,8,1,100.0,0,0,debt_consolidation,joint,35000,60,30.17,1136.03,F,F3,Jan-2018,Current,whole,Cash,33653.62,5562.82,1346.38,4216.44,0.0
environmental specialist,1.0,KY,OWN,72000.0,Source Verified,24.15,,,,4,13.0,2007,0,27,10,91584,73414,0,0,13.0,0,326,7,0,20.0,10,0.0,0,1,1700,6,3,2,1,84.0,0,0,debt_consolidation,individual,5000,36,15.05,173.45,C,C4,Jan-2018,Current,fractional,Cash,4432.22,838.46,567.78,270.68,0.0
labor ,6.0,KY,OWN,50000.0,Not Verified,29.52,,,,1,,2005,2,25,9,52480,34116,0,0,18.0,0,70,2,3,1.0,9,,0,2,9500,12,7,7,0,100.0,0,0,credit_card,individual,15000,36,15.04,520.28,C,C4,Mar-2018,Current,fractional,Cash,14331.28,1015.49,668.72,346.77,0.0
software engineer,10.0,CA,RENT,100000.0,Verified,32.07,,,,0,,2007,0,16,10,167500,64335,0,0,,0,0,2,3,,10,0.0,0,6,96500,14,8,6,0,100.0,0,0,debt_consolidation,individual,35875,60,13.59,827.15,C,C2,Feb-2018,Current,whole,Cash,34598.05,2454.36,1276.95,1177.41,0.0
national sales manager,0.0,OH,RENT,150000.0,Not Verified,38.43,,,,0,,2001,4,48,16,252781,198423,0,0,,0,0,8,7,0.0,16,0.0,0,6,49000,19,7,7,6,100.0,0,0,credit_card,individual,23875,60,18.06,607.05,D,D2,Feb-2018,Current,whole,Cash,22861.48,2368.31,1013.52,1354.79,0.0
clerical asscociate ll,10.0,NY,RENT,38000.0,Verified,3.35,,,,0,,1996,0,5,3,3800,3279,0,0,,0,0,0,2,17.0,3,0.0,0,0,0,4,3,2,0,100.0,0,0,debt_consolidation,individual,30000,36,21.45,1137.2,D,D5,Feb-2018,Current,whole,Cash,27530.98,4513.05,2469.02,2044.03,0.0
maintenance electrician ,1.0,PA,MORTGAGE,100000.0,Not Verified,6.36,,,,3,9.0,1998,9,15,4,47085,13656,0,0,53.0,0,0,1,1,1.0,4,0.0,0,1,500,6,2,2,1,53.3,0,0,home_improvement,individual,4800,36,11.99,159.41,B,B5,Feb-2018,Current,whole,Cash,4347.47,634.44,452.53,181.91,0.0
delivery driver ,3.0,TX,RENT,50000.0,Not Verified,28.9,,,,0,,2006,2,23,12,100422,48838,0,0,,0,565,3,8,3.0,12,0.0,0,1,34300,15,9,1,0,100.0,0,0,debt_consolidation,individual,10000,36,21.45,379.07,D,D5,Jan-2018,Current,fractional,Cash,8961.95,1865.56,1038.05,827.51,0.0
personal banker / teller 4,5.0,FL,OWN,30000.0,Not Verified,54.6,69000.0,Not Verified,34.4,0,,2008,0,21,17,111946,46061,0,1,,0,0,4,6,,17,0.0,0,7,47400,17,13,8,0,100.0,0,1,debt_consolidation,joint,23000,60,12.62,518.86,C,C1,Feb-2018,Current,whole,Cash,21874.49,2043.19,1125.51,917.68,0.0
,,KS,RENT,60000.0,Verified,20.7,,,,1,66.0,2004,2,15,5,54134,50160,0,0,24.0,0,0,1,3,5.0,4,,0,3,10000,7,3,3,2,73.0,0,0,credit_card,individual,15000,60,12.61,338.31,C,C1,Mar-2018,Fully Paid,whole,Cash,0.0,15209.4055207178,15000.0,209.41,0.0
production management ,3.0,CA,MORTGAGE,105000.0,Source Verified,13.23,,,,0,36.0,1998,4,46,16,73686,23220,0,0,,0,526,1,6,0.0,16,0.0,0,4,19000,20,15,10,3,92.5,0,0,debt_consolidation,individual,32000,60,15.05,762.12,C,C4,Jan-2018,Current,whole,Cash,30150.25,3783.84,1849.75,1934.09,0.0
corrections officer,4.0,MA,RENT,70000.0,Not Verified,20.5,,,,0,37.0,2003,0,19,7,59391,43094,0,0,72.0,0,0,2,2,17.0,7,0.0,0,3,16600,9,5,4,0,78.9,0,0,credit_card,individual,12000,60,28.72,378.86,F,F1,Jan-2018,Current,whole,Cash,11519.23,1875.15,480.77,1394.38,0.0
administrative assistant ,0.0,MD,RENT,65000.0,Source Verified,7.96,,,,0,48.0,2005,0,18,6,33000,14002,0,1,48.0,0,0,0,4,18.0,6,0.0,0,2,29000,6,6,4,0,52.9,0,1,debt_consolidation,individual,15000,36,22.9,579.87,E,E1,Mar-2018,Current,fractional,Cash,14102.22,1720.53,897.78,822.75,0.0
owner,6.0,PA,RENT,110000.0,Source Verified,8.25,,,,0,,2010,5,4,4,31066,23527,0,0,,0,98,2,2,7.0,4,0.0,0,2,11000,2,2,2,0,100.0,0,0,debt_consolidation,individual,40000,60,16.02,973.15,C,C5,Feb-2018,Fully Paid,whole,Cash,0.0,40074.404,40000.0,74.4,0.0
,,FL,OWN,19000.0,Verified,13.14,,,,1,22.0,2003,0,11,4,51300,8875,0,0,22.0,0,0,0,0,,4,0.0,0,3,51300,7,4,3,0,90.9,0,0,house,individual,14375,60,10.9,311.84,B,B4,Mar-2018,Current,whole,Cash,13826.24,918.11,548.76,369.35,0.0
cashier,3.0,FL,OWN,15000.0,Verified,33.55,,,,0,62.0,1998,1,18,10,16400,4241,0,0,65.0,0,0,0,4,4.0,10,0.0,0,2,6300,18,10,7,0,77.8,0,0,debt_consolidation,individual,7500,36,21.85,285.85,D,D5,Mar-2018,Current,whole,Cash,7043.93,848.45,456.07,392.38,0.0
maternity ,10.0,TX,OWN,55000.0,Verified,41.24,80000.0,Source Verified,29.5,0,,1998,5,44,14,99462,61750,0,0,,0,0,7,4,8.0,14,0.0,0,5,19200,10,7,7,0,100.0,0,0,debt_consolidation,joint,6000,36,9.92,193.38,B,B2,Mar-2018,Current,fractional,Cash,5565.08,576.83,434.92,141.91,0.0
director,10.0,PA,MORTGAGE,64449.0,Source Verified,26.2,,,,0,64.0,1997,2,34,15,110809,92802,0,0,64.0,0,0,3,7,11.0,15,0.0,0,6,8800,16,11,11,3,94.1,0,0,debt_consolidation,individual,10000,60,17.09,249.01,D,D1,Jan-2018,Current,whole,Cash,9451.63,1235.56,548.37,687.19,0.0
secretary,10.0,NY,RENT,49623.0,Source Verified,25.68,,,,0,,1997,0,13,7,38943,20558,0,1,,0,0,2,2,16.0,7,0.0,0,3,10500,9,5,5,0,100.0,0,1,debt_consolidation,individual,10400,36,20.0,386.51,D,D4,Jan-2018,Current,whole,Cash,9297.99,1949.88,1102.01,847.87,0.0
pipefitter journeyman,9.0,CA,MORTGAGE,102000.0,Source Verified,30.07,164649.0,Source Verified,21.51,0,40.0,2007,3,30,20,568790,129954,0,0,,0,0,2,13,6.0,20,0.0,0,7,11300,20,17,14,2,88.0,0,0,debt_consolidation,joint,24000,36,10.9,784.6,B,B4,Mar-2018,Current,whole,Cash,22284.71,2339.27,1715.29,623.98,0.0
maneger,6.0,GA,OWN,35000.0,Not Verified,21.12,,,,0,,2002,0,13,12,51600,25804,0,0,,0,0,0,6,,12,0.0,0,9,49600,13,12,10,0,100.0,0,0,home_improvement,individual,24000,36,15.05,832.56,C,C4,Feb-2018,Current,whole,Cash,21833.42,3290.11,2166.58,1123.53,0.0
director - human resources,7.0,PA,RENT,133000.0,Verified,14.91,,,,0,34.0,2005,3,15,11,121898,104198,0,0,,0,0,3,6,0.0,11,0.0,0,6,20000,10,8,7,0,93.3,0,0,debt_consolidation,individual,12000,60,19.03,311.49,D,D3,Feb-2018,Current,whole,Cash,11503.58,1201.56,496.42,705.14,0.0
mail clerk,2.0,RI,RENT,32000.0,Source Verified,25.84,,,,0,33.0,2005,1,11,5,22149,8098,0,0,33.0,0,159,2,3,8.0,5,0.0,0,1,1800,6,3,3,0,72.7,0,0,medical,individual,1000,36,25.82,40.2,E,E4,Jan-2018,Current,fractional,Cash,902.48,198.13,97.52,100.61,0.0
,,NY,MORTGAGE,85000.0,Verified,33.19,,,,0,,2003,1,18,11,195593,61884,0,0,,0,0,2,1,7.0,11,,0,5,36600,11,8,7,1,100.0,0,0,credit_card,individual,35000,36,11.98,1162.17,B,B5,Mar-2018,Current,whole,Cash,32537.32,3439.92,2462.68,977.24,0.0
certified veterinary technician,2.0,IL,RENT,33000.0,Verified,27.93,,,,0,,2009,2,15,14,43125,16560,0,0,,0,0,5,3,2.0,14,0.0,0,4,6700,9,9,8,0,100.0,0,0,debt_consolidation,individual,7200,36,21.45,272.93,D,D5,Feb-2018,Current,whole,Cash,6607.43,1070.27,592.57,477.7,0.0
property director,1.0,CA,RENT,150000.0,Not Verified,19.69,,,,1,10.0,2005,2,32,16,130485,59563,0,0,10.0,0,0,8,5,6.0,16,0.0,0,3,22100,17,8,6,0,96.9,0,0,debt_consolidation,individual,25000,36,9.93,805.86,B,B2,Jan-2018,Current,whole,Cash,21955.1,4015.51,3044.9,970.61,0.0
president,10.0,FL,MORTGAGE,175000.0,Source Verified,15.33,,,,0,,2000,3,32,7,418810,130388,0,1,,0,0,3,6,0.0,7,,0,2,6700,10,3,3,2,100.0,0,1,home_improvement,individual,25000,36,16.02,879.18,C,C5,Jan-2018,Current,whole,Cash,22199.06,4373.65,2800.94,1572.71,0.0
gis tech,6.0,TN,MORTGAGE,28000.0,Verified,47.36,46000.0,Not Verified,28.83,0,66.0,2000,0,22,7,104285,69155,0,0,66.0,0,0,2,1,19.0,7,0.0,0,4,28400,6,4,4,3,95.5,0,0,credit_card,joint,12000,60,11.99,266.88,B,B5,Jan-2018,Current,whole,Cash,11250.26,1346.4,749.74,596.66,0.0
firefighter,10.0,NY,OWN,150000.0,Not Verified,26.12,,,,0,,2000,1,25,12,193402,117235,0,0,,0,0,4,4,4.0,12,0.0,0,6,65900,11,6,6,2,100.0,0,0,debt_consolidation,individual,16000,60,19.03,415.32,D,D3,Jan-2018,Current,whole,Cash,15166.03,2059.68,833.97,1225.71,0.0
delivery driver,0.0,AL,RENT,25000.0,Source Verified,5.62,,,,0,,2007,0,4,2,6400,3875,0,2,,0,0,0,1,,2,0.0,0,1,6400,4,2,1,0,100.0,2,0,debt_consolidation,individual,12000,60,17.09,298.82,D,D1,Jan-2018,Current,whole,Cash,11477.29,1183.89,522.71,661.18,0.0
disability specialist ,10.0,NY,RENT,95280.0,Not Verified,9.58,,,,1,16.0,1998,2,27,10,85589,19831,0,0,,0,0,1,3,6.0,10,0.0,0,3,64700,16,9,3,0,92.6,0,0,debt_consolidation,individual,3125,36,6.07,95.17,A,A2,Mar-2018,Current,fractional,Cash,2965.87,188.23,159.13,29.1,0.0
it product owner,5.0,MN,MORTGAGE,125000.0,Verified,18.04,,,,0,25.0,1999,0,32,13,712152,58445,0,0,,0,414,3,3,14.0,13,0.0,0,4,50300,16,8,5,5,96.9,0,0,major_purchase,individual,40000,60,16.02,973.15,C,C5,Feb-2018,Current,whole,Cash,38207.91,3857.0,1792.09,2064.91,0.0
work leader,10.0,TX,MORTGAGE,80000.0,Source Verified,24.14,,,,0,,1994,6,29,10,426921,284957,0,0,,0,0,4,5,6.0,10,0.0,0,4,18800,7,5,5,2,100.0,0,0,home_improvement,individual,20000,60,18.06,508.53,D,D2,Feb-2018,Current,whole,Cash,19367.99,1505.52,632.01,873.51,0.0
warranty/tech support,2.0,NY,OWN,47000.0,Source Verified,13.69,,,,1,12.0,1995,4,16,9,25785,15953,0,0,12.0,0,64,1,7,11.0,9,0.0,0,4,6300,12,8,7,1,93.8,0,0,credit_card,individual,7800,36,10.91,255.03,B,B4,Jan-2018,Current,whole,Cash,6862.53,1270.42,937.47,332.95,0.0
teacher,4.0,MO,MORTGAGE,42500.0,Verified,29.91,164000.0,Verified,22.59,3,6.0,1991,1,40,8,60950,68311,0,0,73.0,0,0,1,0,4.0,8,0.0,0,3,16800,12,7,5,5,80.0,0,0,debt_consolidation,joint,20000,60,28.72,631.44,F,F1,Feb-2018,Current,whole,Cash,19366.62,2493.85,633.38,1860.47,0.0
secretary,2.0,FL,RENT,30000.0,Not Verified,30.48,60000.0,Not Verified,15.24,1,21.0,2010,1,10,8,45421,21950,0,0,,0,0,1,2,6.0,8,0.0,0,5,24300,9,7,6,0,90.0,0,0,debt_consolidation,joint,20000,36,20.0,743.28,D,D4,Feb-2018,Current,whole,Cash,18318.76,2950.9,1681.24,1269.66,0.0
operator ,9.0,OH,MORTGAGE,82000.0,Verified,33.28,,,,0,,1991,2,37,16,190384,62810,0,0,,0,0,5,6,10.0,16,0.0,0,3,20000,21,10,5,2,100.0,0,0,debt_consolidation,individual,35000,60,12.61,789.39,C,C1,Mar-2018,Current,whole,Cash,33721.87,2343.65,1278.13,1065.52,0.0
extruder operator,10.0,OH,MORTGAGE,69996.0,Not Verified,17.66,,,,0,,1990,5,10,7,55521,35908,0,1,,0,0,2,2,5.0,7,0.0,0,3,8100,5,5,4,0,100.0,0,1,debt_consolidation,individual,6000,36,17.09,214.19,D,D1,Jan-2018,Current,whole,DirectPay,5337.7,1070.96,662.3,408.66,0.0
project coordinator,0.0,MN,MORTGAGE,68700.0,Source Verified,46.83,138700.0,Source Verified,24.27,0,,2001,6,32,15,401147,161518,0,0,,0,0,3,10,1.0,15,0.0,0,1,34200,14,11,2,3,100.0,0,0,debt_consolidation,joint,23550,36,7.97,737.65,A,A5,Feb-2018,Fully Paid,whole,Cash,0.0,23967.980362636,23550.0,417.98,0.0
warehouse worker,3.0,NY,OWN,45000.0,Verified,22.19,,,,0,,2006,0,17,9,59394,37182,0,0,,0,2025,2,3,,9,0.0,0,3,17300,11,7,5,0,100.0,0,0,home_improvement,individual,20000,60,23.87,573.86,E,E2,Feb-2018,Current,whole,Cash,19274.6,2242.4,725.4,1517.0,0.0
regional sales manager`,10.0,NY,MORTGAGE,125000.0,Source Verified,27.97,,,,1,12.0,2001,2,31,15,528979,179130,0,0,,0,0,5,7,5.0,15,0.0,0,2,68500,16,6,4,3,96.8,0,0,credit_card,individual,40000,36,6.08,1218.33,A,A2,Feb-2018,Current,whole,DirectPay,35906.37,4839.54,4093.63,745.91,0.0
account executive,2.0,TX,MORTGAGE,315000.0,Source Verified,13.08,,,,5,15.0,2003,8,40,22,608034,140706,0,0,15.0,0,0,13,8,6.0,22,0.0,0,6,26500,10,7,6,3,83.8,0,0,debt_consolidation,individual,12000,60,12.62,270.71,C,C1,Jan-2018,Current,whole,Cash,11262.09,1336.72,737.91,598.81,0.0
composite shop lead,5.0,GA,MORTGAGE,40000.0,Source Verified,37.8,65000.0,Source Verified,26.6,0,,2007,4,20,11,298488,66656,0,0,,0,0,4,6,5.0,11,0.0,0,1,3500,8,6,4,4,100.0,0,0,debt_consolidation,joint,10000,60,30.65,327.54,F,F4,Jan-2018,Fully Paid,whole,Cash,0.0,11315.2797631289,10000.0,1315.28,0.0
foreclosure clerk,1.0,NY,RENT,38000.0,Not Verified,29.44,,,,0,,2004,3,32,24,82430,47214,0,1,,0,0,9,14,2.0,24,0.0,0,2,20900,19,15,5,0,100.0,0,1,credit_card,individual,11500,36,15.05,398.94,C,C4,Jan-2018,Current,whole,Cash,10194.1,1985.08,1305.9,679.18,0.0
chef,1.0,NM,RENT,30000.0,Verified,74.3,160000.0,Verified,36.75,0,,2007,2,22,13,118287,61334,0,0,,0,0,3,4,6.0,13,0.0,0,4,36200,16,10,7,0,100.0,0,0,debt_consolidation,joint,40000,60,17.09,996.04,D,D1,Feb-2018,Current,whole,Cash,38257.73,3946.18,1742.27,2203.91,0.0
owner,1.0,FL,RENT,50000.0,Source Verified,24.46,,,,0,43.0,2000,1,43,25,112304,83678,0,0,43.0,0,0,11,10,3.0,25,0.0,0,5,29400,20,14,8,0,86.0,0,0,credit_card,individual,24000,36,15.04,832.44,C,C4,Mar-2018,Current,whole,Cash,22385.01,2477.27,1614.99,862.28,0.0
lead supervisor ,2.0,TX,MORTGAGE,55000.0,Verified,30.46,,,,0,28.0,2002,9,46,22,375884,111070,0,2,28.0,0,0,3,10,5.0,22,0.0,0,8,34300,25,17,12,1,97.7,1,1,debt_consolidation,individual,12000,36,16.02,422.01,C,C5,Feb-2018,Current,whole,Cash,10931.6,1677.36,1068.4,608.96,0.0
,,PA,MORTGAGE,30000.0,Verified,29.36,,,,2,4.0,1969,0,28,18,77668,12663,0,0,51.0,0,0,1,1,,18,0.0,0,1,2300,24,16,9,1,82.1,0,0,credit_card,individual,12000,60,16.01,291.89,C,C5,Feb-2018,Current,whole,Cash,11599.33,865.0,400.67,464.33,0.0
financial analyst,2.0,NC,MORTGAGE,58250.0,Verified,70.13,173250.0,Verified,27.9,0,,1995,0,44,24,594089,86448,0,0,,0,0,4,2,17.0,24,0.0,0,7,62500,32,19,13,4,100.0,0,0,debt_consolidation,joint,40000,60,9.44,838.91,B,B1,Feb-2018,Current,whole,Cash,37878.15,3334.66,2121.85,1212.81,0.0
msr,1.0,OR,RENT,28000.0,Not Verified,10.46,54000.0,Not Verified,10.96,0,,2013,0,6,2,5300,5175,0,0,,0,0,0,1,,2,0.0,0,1,1200,6,2,2,0,100.0,0,0,debt_consolidation,joint,7000,36,23.88,274.19,E,E2,Feb-2018,Current,fractional,Cash,6444.11,1123.91,555.89,568.02,0.0
director,6.0,MD,OWN,130000.0,Not Verified,14.56,,,,4,13.0,2005,0,38,14,438603,49309,0,0,,0,0,4,7,13.0,14,0.0,0,1,9300,16,9,6,1,86.8,0,0,debt_consolidation,individual,15500,36,7.35,481.08,A,A4,Jan-2018,Current,whole,Cash,13545.48,2426.85,1954.52,472.33,0.0
teacher,10.0,OH,MORTGAGE,62000.0,Not Verified,17.46,94000.0,Not Verified,18.92,0,64.0,2003,1,25,14,202768,38276,0,0,,0,0,2,4,6.0,14,0.0,0,3,10600,17,11,8,2,92.0,0,0,debt_consolidation,joint,14000,60,16.02,340.61,C,C5,Jan-2018,Current,whole,Cash,13210.65,1690.59,789.35,901.24,0.0
