earliest_credit_line,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,months_since_last_credit_inquiry
2007,12,9,50949,14644,6.0
1995,12,8,46659,21387,1.0
1996,24,8,399232,86098,0.0
1999,9,8,45900,36793,0.0
2003,26,14,42500,31197,3.0
2006,21,13,190200,21553,5.0
2006,6,3,405300,5499,0.0
2008,24,14,79000,18068,
2012,10,6,38460,23576,23.0
2006,26,9,93899,68032,3.0
2001,20,12,49284,26487,8.0
2007,20,14,166714,44594,6.0
2012,5,3,1300,399,0.0
2010,21,15,127288,64787,2.0
2008,17,10,81656,36746,
2012,4,3,27231,15041,10.0
2003,26,13,59270,32539,8.0
2008,19,13,78036,43617,0.0
1995,10,7,34920,17303,1.0
2014,10,8,32837,24183,
2007,32,22,221901,20425,1.0
1988,20,15,90300,42248,
2004,17,9,165936,12971,5.0
2011,12,10,250825,256705,6.0
2006,24,19,135174,56251,5.0
2002,10,6,45900,21054,12.0
2005,30,19,340368,101028,1.0
2001,9,4,11700,5979,19.0
2007,19,12,119079,72704,2.0
2007,22,11,175047,58861,4.0
2004,35,20,321890,42518,6.0
2004,22,14,547026,60871,5.0
2009,16,9,425797,73435,0.0
1995,25,16,366585,63000,8.0
2002,10,2,21500,7486,
2014,11,11,37810,18021,18.0
2008,22,10,472310,30935,1.0
1985,28,10,204723,38734,10.0
1999,37,13,178121,117743,0.0
2003,31,15,263873,95196,12.0
2006,21,9,321082,80076,3.0
1990,21,7,150000,7883,2.0
2012,25,19,123491,82041,8.0
2003,29,9,311768,17998,2.0
2007,18,10,47029,32788,
2001,35,13,89655,44767,0.0
2003,18,12,71461,50415,13.0
1985,4,1,14500,105,
2004,41,7,239939,248450,0.0
1982,18,7,14399,5080,6.0
1996,21,14,350539,16006,13.0
2000,57,24,54000,9004,1.0
2015,4,2,149423,5901,3.0
1999,27,13,75056,57782,8.0
2007,12,8,52590,29360,17.0
2014,14,10,43887,34120,1.0
1998,31,21,149034,117416,0.0
2003,37,13,249357,71149,2.0
2010,16,7,35111,15729,1.0
1988,42,24,563238,49274,6.0
2005,22,15,214263,39191,2.0
2007,12,11,30270,9954,10.0
2002,26,12,28042,10739,0.0
2001,11,7,72428,33438,10.0
1996,44,28,237785,47921,3.0
2006,20,9,326587,40713,1.0
1996,22,11,263912,39492,1.0
2003,12,7,25250,12946,
2004,32,17,418340,72091,21.0
2006,17,10,79679,33669,0.0
1993,54,25,687833,159134,9.0
2005,10,6,70840,32162,21.0
2005,18,11,375698,19645,4.0
2003,14,4,284500,3411,19.0
2013,8,8,208667,7936,13.0
2004,26,8,306226,27315,3.0
2005,25,10,69570,50352,13.0
2011,15,9,225361,30227,0.0
2006,44,7,124159,94654,1.0
1991,24,12,66400,46326,16.0
2005,28,9,700064,43355,4.0
1996,32,18,291340,29252,6.0
1996,38,11,263754,62556,6.0
1999,16,10,76546,25664,15.0
1972,25,8,273515,14172,5.0
2006,8,5,77940,64024,1.0
1990,31,11,282333,20241,1.0
2002,20,13,480960,58408,5.0
2000,10,6,136342,2550,18.0
2011,18,10,56231,32443,2.0
2014,8,7,19957,13279,7.0
2003,20,11,327028,43650,20.0
2006,15,9,14100,8276,13.0
2004,30,20,135302,76380,15.0
2001,20,9,413844,123768,6.0
2006,8,7,413059,35775,
2006,20,10,302236,28245,9.0
2000,16,8,875900,39346,14.0
1987,31,15,335500,84020,5.0
2006,29,14,87978,41771,
2003,37,14,682431,28368,0.0
1991,37,14,135788,41553,8.0
2006,10,8,16900,5907,18.0
2011,11,6,45268,19794,13.0
1998,24,10,247590,39935,11.0
2001,41,20,398493,111630,0.0
2004,36,12,95048,20166,5.0
2003,46,23,139543,49049,3.0
2007,16,8,76236,36051,0.0
2002,21,11,225203,98878,
1994,34,11,120600,64800,10.0
2002,25,11,60999,39652,11.0
2011,31,23,592796,46070,2.0
1995,11,5,47200,22664,13.0
2007,22,12,184198,155876,21.0
2001,23,10,75824,61905,8.0
1999,17,8,114092,65205,0.0
2007,18,13,60725,16227,4.0
2004,12,6,53506,38716,5.0
1999,18,12,24100,8602,4.0
2000,47,15,578066,128851,3.0
2003,29,9,434616,57303,19.0
1999,16,11,138789,48708,
1986,43,25,314661,64613,1.0
2010,18,15,38934,31392,8.0
1998,36,26,69425,26574,3.0
2005,23,10,404759,59164,6.0
1998,27,15,83421,67635,13.0
2012,20,13,231608,26245,2.0
2004,13,8,40093,30408,5.0
2007,13,9,26309,19046,2.0
2008,8,7,88342,48646,0.0
2006,9,4,11978,7072,16.0
2005,30,16,492232,227842,2.0
2006,32,20,427803,44122,5.0
2003,20,16,57890,44015,1.0
2006,18,10,396146,48698,2.0
1994,31,9,551693,63861,7.0
1997,17,9,37700,14544,23.0
2001,22,17,304198,51416,3.0
2005,14,6,312880,14187,19.0
1984,50,15,71229,42512,4.0
2003,25,7,65800,35157,2.0
2007,4,3,9100,7886,
1983,24,18,776505,86150,4.0
2001,16,9,234532,110530,9.0
2007,17,14,104914,75514,5.0
1996,49,8,331197,169125,5.0
2008,8,3,120667,28,2.0
1995,15,8,93848,22390,9.0
2006,16,11,78736,43881,5.0
1997,15,5,95567,61874,10.0
2008,30,16,69600,70636,
2002,25,13,56285,16738,
1979,22,12,170300,12071,2.0
1985,29,17,143500,35303,0.0
2004,27,8,44276,5449,0.0
2007,12,7,36433,15976,13.0
2000,19,6,52502,9206,
1994,28,21,395377,68184,8.0
2004,29,7,141687,7655,18.0
1993,26,8,388885,110146,4.0
2006,19,10,46676,25517,3.0
2007,7,7,9310,5423,1.0
2007,29,21,342725,36173,6.0
2005,32,25,143694,73083,18.0
2006,15,8,98722,73255,1.0
2006,13,9,168854,55334,2.0
2013,4,4,18600,11445,15.0
1995,29,6,120029,29493,10.0
2002,44,15,102367,72262,10.0
1996,29,20,84385,45072,13.0
1994,39,22,609171,40566,3.0
2003,7,3,322000,8244,
1994,65,30,472861,231313,2.0
1998,45,19,83500,33877,2.0
2004,22,14,207222,75280,
1986,10,4,143666,21134,0.0
2005,58,16,105916,27685,4.0
2013,15,13,51992,47904,
2008,23,13,86251,65039,18.0
1998,47,23,30100,3906,8.0
1994,18,6,100694,78211,2.0
1991,35,18,445198,135231,20.0
2007,9,7,339460,22732,10.0
2002,33,12,233198,45502,20.0
1993,38,18,306240,68939,8.0
1988,33,9,282863,22782,2.0
2000,23,7,188117,30510,1.0
2004,31,5,59042,50345,4.0
1991,23,7,89205,38595,
2006,23,12,196697,46086,19.0
2003,13,6,128900,0,8.0
2009,11,10,71000,40991,17.0
1989,19,9,379955,25702,4.0
2007,42,22,503826,92146,3.0
1987,20,6,28700,16151,8.0
1999,23,10,70683,40311,3.0
2003,37,15,257794,80201,3.0
2004,46,15,185073,142263,4.0
2005,21,11,62421,45055,4.0
2006,34,23,74600,27928,3.0
1998,38,22,217900,57889,
2010,8,4,40800,20421,14.0
1983,6,4,41600,23676,18.0
1999,30,13,73822,50126,9.0
1982,12,5,129637,5099,1.0
2003,15,10,74719,49344,11.0
1990,18,11,433569,28738,9.0
2002,4,4,10800,477,2.0
1994,34,23,126347,56658,4.0
2001,37,18,110364,20881,2.0
2005,32,16,338785,96986,17.0
2003,28,20,222489,74455,8.0
1989,24,9,171147,48499,2.0
1974,34,17,483700,32649,4.0
1991,37,15,241162,11513,7.0
2002,49,13,325590,107037,
2000,44,20,135156,104039,6.0
1995,14,9,608023,66627,10.0
2002,32,20,104738,63522,
2003,43,16,226131,171913,5.0
2004,17,12,41300,20219,11.0
2004,28,8,131418,28252,2.0
2009,19,10,26900,18309,1.0
2004,28,9,90000,34085,4.0
1997,41,25,91506,71435,13.0
1979,15,8,376501,30063,7.0
1987,32,18,78139,26536,
2005,7,3,29473,19811,0.0
2003,7,4,348712,8717,
1986,32,28,88000,33039,5.0
1998,56,20,261925,169085,6.0
2012,33,25,33700,11870,5.0
2001,22,10,121974,88195,3.0
1999,26,12,1095467,74039,11.0
2004,28,7,28974,19417,10.0
2010,29,4,162523,24869,20.0
2011,17,8,73972,25088,13.0
2001,19,13,44500,34152,3.0
2004,43,14,411875,54182,1.0
1991,29,19,166325,129827,4.0
1996,30,9,269369,43987,
2013,9,7,28000,11996,5.0
2004,23,11,466287,107503,3.0
2003,11,9,74500,17268,12.0
2004,35,13,67858,32098,2.0
2011,10,8,59592,19902,
2001,35,17,360108,88356,11.0
2000,15,10,168691,19507,
2008,40,15,171659,116962,2.0
2010,30,23,131422,6698,0.0
1997,25,14,46425,42717,11.0
2004,19,9,87774,56931,14.0
1984,30,15,319690,129595,0.0
2005,6,4,14600,1965,9.0
1990,23,8,296834,66993,7.0
2000,20,7,209695,27517,0.0
2011,11,10,478961,65094,11.0
2002,19,13,220060,26680,12.0
2007,11,6,169914,9740,5.0
2005,17,9,49993,37990,8.0
2011,16,16,54400,37240,2.0
2005,19,7,33282,11808,4.0
2002,23,12,343800,46320,7.0
2003,28,14,463389,108369,3.0
1999,32,11,517212,25963,16.0
2006,20,13,54860,17907,6.0
1992,25,14,34438,10082,12.0
2006,24,14,90273,2327,4.0
1978,45,15,98351,64066,15.0
2009,23,5,51605,34630,
2003,15,9,275432,22196,6.0
2005,60,11,146630,148535,7.0
1983,20,6,357800,3804,6.0
2011,6,5,8200,962,
1995,24,10,204620,5909,11.0
1990,31,10,151225,116175,0.0
1998,13,9,47735,19284,
2006,16,6,151615,44344,12.0
2005,39,14,183988,109907,7.0
2008,8,6,22400,14657,
2003,14,7,57521,27930,1.0
2011,12,8,45455,32946,16.0
2005,46,15,76514,66384,4.0
2006,12,7,133555,68930,11.0
2007,37,25,212000,11612,2.0
2001,17,10,46800,19481,1.0
1998,30,14,340537,47823,6.0
2006,32,18,337331,95608,7.0
1994,42,8,559203,150723,6.0
1986,32,21,27000,14359,6.0
2005,34,17,372671,42883,11.0
2003,15,5,18700,6339,8.0
1989,20,13,196600,10534,14.0
2000,29,12,352300,26307,6.0
2001,23,14,152656,34783,17.0
2006,9,4,67203,55861,0.0
2007,10,7,34315,13581,4.0
1994,13,13,47250,22352,5.0
2000,19,5,226477,13319,5.0
2001,46,20,287633,79499,0.0
2000,40,25,103500,28534,13.0
1990,24,12,199182,131058,10.0
2013,4,4,34200,10435,
1989,29,18,81173,30728,
2004,21,9,63201,47697,3.0
2012,5,3,15892,14577,3.0
1996,26,4,295500,264,14.0
2001,16,9,71005,46175,
1999,17,7,312995,26947,5.0
2004,31,17,342842,55603,8.0
2007,36,14,114581,68557,0.0
2004,44,17,39400,12118,2.0
2007,33,11,36321,28625,13.0
2002,21,10,43855,15700,20.0
1999,56,25,350751,124591,6.0
1998,30,12,81771,54523,
2007,20,11,290148,46293,8.0
1982,22,14,39100,2993,7.0
2010,22,11,437263,28246,6.0
1999,42,11,324111,56796,1.0
2006,17,10,160641,31322,8.0
2001,16,6,61201,3747,12.0
1993,33,14,119427,108591,13.0
2013,26,6,7679,4398,6.0
2008,14,11,174212,119189,9.0
2007,20,7,162552,19287,2.0
2001,20,12,136600,60422,7.0
2001,35,21,337493,77494,3.0
1996,38,10,58945,47931,3.0
2012,13,8,242358,38650,10.0
2008,22,15,527225,35817,
1987,29,13,421900,64926,6.0
1986,26,12,235213,72164,
2007,13,7,92620,27298,12.0
2004,10,6,43500,19493,3.0
1983,43,22,161426,24212,10.0
2012,13,12,72097,51185,15.0
2004,26,12,33156,20996,13.0
2002,17,8,344840,91865,4.0
2005,6,2,15000,10401,
2011,5,5,39818,12244,5.0
2008,12,8,203910,50904,1.0
2005,37,10,62933,44112,18.0
2008,31,10,77830,57349,6.0
1986,35,9,47349,21404,5.0
2001,16,11,231032,39039,4.0
2013,7,5,23700,15694,4.0
1972,45,21,149783,32023,22.0
1995,16,9,101663,64014,5.0
1997,28,11,16900,9014,23.0
2004,34,8,167621,179124,9.0
1992,39,15,86111,38554,7.0
1979,46,24,172900,10440,4.0
2003,54,6,169038,76021,1.0
2002,16,3,23018,9469,0.0
2003,17,4,42538,30670,10.0
1989,29,7,75481,14007,5.0
2005,17,11,29300,1030,13.0
2007,18,7,80168,37435,
2000,36,10,313003,93950,4.0
2003,27,8,122484,31933,6.0
1988,25,15,444210,123980,4.0
2005,25,9,312418,53841,
1999,23,15,42729,18868,1.0
2008,10,7,78508,59504,0.0
1987,30,14,299100,41458,10.0
1991,31,16,57522,16447,13.0
2004,25,10,305427,71025,8.0
2000,23,12,84167,46738,16.0
1987,25,17,356065,37113,7.0
2006,15,5,35253,15606,2.0
1994,24,11,186793,39298,10.0
2007,21,19,207479,85741,5.0
2007,24,17,75891,46687,7.0
1996,8,5,255039,21219,5.0
2000,47,36,404752,102998,13.0
2004,17,6,394409,23566,0.0
1994,27,15,343595,91151,11.0
2007,32,14,252352,40350,0.0
1995,44,23,230477,50933,5.0
2000,25,19,127500,72858,2.0
2012,10,7,17600,11446,11.0
2008,20,14,74295,44626,8.0
1996,21,10,340409,32691,16.0
2001,13,6,56518,44122,0.0
2002,17,8,293153,17600,21.0
2005,29,15,384557,68751,6.0
1990,34,13,575389,93109,9.0
1995,9,4,27500,6526,
2007,9,5,19300,6502,1.0
2007,10,7,28310,21427,3.0
1993,25,10,245011,33117,
2004,31,7,223674,17825,19.0
2014,6,6,66300,26255,0.0
2006,28,7,69600,19488,3.0
1992,74,28,187370,30465,1.0
2003,20,9,597640,83683,2.0
2011,17,10,220267,42241,0.0
2000,7,5,22800,5414,
1998,18,7,319454,37863,
2004,33,18,111400,42813,3.0
2010,19,14,123238,97620,0.0
1993,26,9,216221,25245,3.0
2003,14,11,28800,15992,
2004,20,10,196864,26403,0.0
2007,21,16,81700,20890,
2007,6,5,205349,7092,
1998,22,18,98936,26652,12.0
2005,28,8,304860,64826,5.0
2002,9,7,44900,20953,0.0
2004,39,18,154913,124011,9.0
2004,14,4,33200,16770,9.0
1999,27,13,662533,116098,1.0
2004,27,15,78184,37099,
2005,12,7,53634,33627,10.0
1999,26,15,893115,88883,
2013,9,8,39640,30781,10.0
2012,13,5,52652,34569,10.0
1992,44,15,575674,30400,1.0
1992,23,9,227088,64793,18.0
2000,21,6,91400,6455,9.0
1983,38,18,1223025,302550,3.0
1989,15,9,71669,59134,7.0
2006,26,15,288360,21765,7.0
2003,12,11,41200,7231,
2006,32,24,306708,171995,15.0
2000,56,21,617535,85344,1.0
1998,33,21,113654,92879,3.0
2001,53,14,210229,75333,0.0
1998,6,4,21000,9431,
2002,22,7,98213,46100,10.0
1987,20,11,916200,43710,2.0
2001,37,17,502912,165890,18.0
2010,14,10,56348,28916,3.0
2003,27,7,354505,24698,3.0
1994,19,12,124367,45796,5.0
2012,18,14,355770,46659,10.0
1989,21,9,420193,5003,14.0
1993,41,17,481747,103183,8.0
2006,10,5,111600,9899,16.0
2006,16,9,286883,76397,8.0
1998,30,18,291462,24486,15.0
2001,18,5,303306,4089,1.0
2009,26,13,477991,66191,7.0
2003,10,5,51284,18458,
1997,41,24,93785,72536,13.0
1997,22,8,361908,16365,
1985,39,12,541190,65993,1.0
2007,21,18,56200,55247,22.0
2001,8,5,12225,16593,8.0
1996,23,8,204414,183260,6.0
2006,29,11,304731,106041,12.0
1991,64,22,286521,86344,5.0
2000,12,8,89074,56646,8.0
1978,40,18,1270604,124964,2.0
1990,17,8,269166,41458,0.0
2013,13,11,38000,11754,
1996,77,41,358483,210505,
1994,16,6,202268,85294,0.0
2003,29,22,56900,18333,0.0
1992,24,13,215197,80407,
2004,15,4,33717,8576,7.0
2001,18,5,433654,51116,4.0
2011,18,13,209565,43443,10.0
1996,36,21,247349,72967,11.0
1996,17,9,246800,29371,7.0
1981,22,11,44625,6832,11.0
2013,7,6,41794,18281,
2007,10,4,41299,27927,
2009,6,5,47633,29406,1.0
2001,36,10,170965,46767,6.0
1983,42,15,184166,176895,3.0
2003,11,8,64349,38264,
2000,38,21,101445,65010,11.0
1994,23,6,269770,5436,4.0
2007,8,4,57068,57301,10.0
2001,32,13,80755,47213,1.0
2009,18,14,92762,38518,13.0
1999,15,12,87897,54858,0.0
2003,25,15,104535,79254,13.0
1993,19,6,27656,19418,2.0
1995,53,22,192253,101493,3.0
1992,28,13,563200,72328,6.0
2007,13,5,12150,3120,2.0
1984,11,9,87993,55670,7.0
2009,43,22,311218,114335,6.0
2004,23,6,22040,18343,0.0
1984,33,18,78254,44559,1.0
2001,16,8,96689,27641,15.0
2002,14,9,25400,18399,19.0
2006,19,10,203731,32016,13.0
2002,30,10,116801,94704,2.0
2003,22,14,397115,27239,3.0
2009,12,8,37000,13672,2.0
2000,17,11,266490,61812,8.0
1997,26,9,83675,18504,8.0
2000,17,7,51862,24163,13.0
1986,38,18,126656,89100,2.0
2010,13,11,96461,79654,20.0
2004,22,14,483062,114420,4.0
2003,16,7,174102,6606,6.0
1999,49,39,173632,83447,0.0
2004,18,7,65433,44650,1.0
2006,15,5,152343,11227,22.0
1983,23,15,153300,13141,1.0
1998,20,11,108284,15058,0.0
2006,21,7,69435,62630,2.0
2004,20,15,65581,22850,2.0
2010,13,12,294395,53346,3.0
1997,37,21,299498,87055,4.0
2004,10,3,15744,8819,
1995,34,12,186875,29614,10.0
2002,38,17,187308,104671,10.0
2014,13,11,27094,13064,5.0
1995,62,23,1150850,113199,3.0
1997,22,11,180875,99647,22.0
2004,27,15,112889,31937,
1992,20,12,106431,64557,5.0
2004,16,6,46003,34273,2.0
2012,16,13,195508,11655,5.0
2000,25,10,739401,239449,3.0
2006,12,6,67943,54469,2.0
2012,3,3,5800,5679,7.0
2015,7,2,38365,21945,0.0
2004,32,13,51500,29375,
1998,18,8,420066,40191,10.0
2004,26,15,81664,67069,10.0
1994,28,10,104164,24815,
1999,14,4,7208,5135,
1989,12,4,211700,15093,5.0
2010,16,10,73075,22283,12.0
2005,43,20,116353,95299,2.0
2011,10,10,48808,21873,7.0
1992,35,9,268885,92947,6.0
1988,28,13,237019,128877,0.0
1987,13,9,40780,31956,11.0
2005,15,10,67961,36075,14.0
2006,76,38,518564,207089,8.0
2007,18,6,327120,75621,2.0
2006,17,11,236116,33916,10.0
1994,16,4,16400,1315,12.0
1995,15,7,45838,30078,2.0
2007,29,10,286297,60762,9.0
2001,12,4,108000,8362,3.0
1999,62,35,162700,9424,5.0
1969,15,6,257955,59425,
2014,11,10,54211,32053,4.0
1989,35,24,83833,44547,11.0
2000,19,11,285719,17143,6.0
2003,20,6,27378,22236,
2004,9,7,60868,34376,
2013,5,5,17500,9202,
2007,19,12,44400,23114,2.0
1997,36,15,94060,31166,6.0
2001,9,7,45682,46687,
2007,16,9,454344,76479,3.0
2005,21,14,28700,11917,8.0
2006,19,7,18675,9914,13.0
2004,14,9,28678,12021,22.0
2007,14,9,92892,67495,12.0
2005,15,10,260300,11273,
1992,42,13,329220,49921,3.0
1982,25,10,289646,41763,2.0
2010,16,9,49622,31211,
2003,26,15,186683,33232,5.0
2004,31,16,190574,140957,7.0
1984,32,18,780397,297186,1.0
2005,16,5,57282,49519,3.0
2002,18,9,304258,33365,11.0
1997,15,10,32500,22195,20.0
1998,15,9,258439,50845,6.0
1982,36,14,377097,46875,12.0
2007,9,5,39040,14161,
2002,43,16,590365,109960,2.0
2001,10,8,64445,51645,8.0
2008,4,3,15200,4102,13.0
2002,11,9,56210,25228,9.0
2009,8,8,153531,8983,2.0
2004,29,15,511274,46604,1.0
2005,16,7,297257,284016,
2008,26,15,86372,63459,4.0
2006,42,14,205121,73058,9.0
2014,13,8,98789,74719,6.0
2002,37,24,714755,172425,15.0
2002,9,6,116200,3116,0.0
1999,31,16,485285,59280,1.0
1996,20,16,79281,29179,13.0
1996,38,10,23900,6335,5.0
2005,8,5,189297,46880,1.0
2006,14,7,252694,63498,2.0
2008,15,13,49528,41545,3.0
1999,11,8,361446,45182,9.0
2005,20,7,107000,24676,15.0
2006,27,16,290622,102442,0.0
2005,35,23,84441,33293,7.0
1997,53,28,933098,398755,6.0
2005,21,14,49896,27881,22.0
2005,24,16,229703,76754,19.0
1985,4,3,37000,3376,3.0
2007,27,17,152633,112589,
1984,16,11,90564,29133,0.0
2006,29,12,326429,64232,19.0
2011,7,6,24300,8046,17.0
1999,21,7,152483,79249,7.0
2003,7,2,600,0,
2014,19,13,29200,14731,6.0
1994,25,16,411688,44169,1.0
1981,37,12,171038,149856,10.0
2003,16,11,286600,36664,16.0
1983,17,7,236141,61100,0.0
2012,15,11,102277,19315,11.0
2013,12,7,71194,48265,9.0
1997,51,27,139204,115098,9.0
2007,15,8,64626,28999,3.0
2008,17,11,79838,54586,1.0
2013,23,16,37744,17405,0.0
1993,34,17,564083,24065,0.0
2008,7,3,21500,7364,
2002,9,7,280900,21497,10.0
2013,11,9,35600,10697,14.0
2003,17,5,31453,7338,5.0
1996,26,10,67947,50045,5.0
2005,12,6,171631,121788,7.0
2001,25,12,376627,90588,7.0
1992,55,25,311875,60361,9.0
1993,20,9,155259,110481,24.0
1991,25,4,292894,51261,6.0
2011,11,7,419821,25234,7.0
1994,29,15,275065,29979,6.0
2000,26,8,54734,41218,12.0
2012,12,11,72492,39625,2.0
1987,22,9,43522,26919,10.0
1998,27,9,2761000,942456,10.0
1985,38,17,633067,102668,5.0
1999,62,36,163059,32750,9.0
2001,16,10,141400,36229,5.0
2000,32,21,433318,76783,4.0
2000,15,7,332710,43098,9.0
2008,6,6,57250,26450,18.0
2007,12,7,48522,33116,11.0
1995,29,19,404750,59589,6.0
1993,24,8,187200,101601,
1989,20,12,376670,73682,3.0
1994,12,6,331900,2863,5.0
2004,25,10,351287,42935,17.0
1998,46,26,296634,48467,4.0
1999,31,11,78048,25715,8.0
2004,18,11,87550,60828,8.0
2006,18,12,250795,76529,4.0
1999,20,11,188924,61184,9.0
1997,39,17,378769,195420,0.0
1997,32,17,303755,42222,11.0
2003,16,6,116707,30721,4.0
2005,26,12,206636,35472,20.0
1989,15,9,33139,27326,13.0
2006,36,22,508303,70602,1.0
1996,41,14,120155,114770,8.0
2008,9,7,8300,3634,6.0
2004,9,5,47800,32393,1.0
1998,26,10,56600,30932,12.0
2004,17,6,54725,32002,4.0
2008,53,36,339669,111078,5.0
2009,16,9,63678,50070,3.0
2002,25,8,382779,100295,
2002,28,10,333783,67650,3.0
2006,32,12,251476,24341,6.0
2013,19,10,40649,8963,0.0
1983,44,18,75300,26067,10.0
1992,38,12,555371,180125,9.0
2009,16,9,56359,41229,15.0
2012,11,9,65916,44603,2.0
2005,6,3,87717,34662,4.0
2013,10,7,21200,11554,
2014,4,3,3400,3336,13.0
2003,42,15,74327,90943,3.0
1990,30,21,321656,117941,7.0
2004,11,8,91440,41316,13.0
1995,27,10,46300,19581,10.0
2007,8,6,26664,14120,10.0
1995,12,8,343658,29152,
1998,15,4,147741,91154,2.0
2006,7,6,86046,32644,16.0
2006,22,12,260722,20513,3.0
2006,19,12,309992,16211,11.0
1998,10,6,375048,23822,0.0
2014,7,7,34038,15307,6.0
2003,11,8,344718,42113,9.0
2007,5,0,0,0,23.0
1988,29,12,47268,39041,23.0
1998,31,6,249350,262055,6.0
1996,37,8,131520,54598,0.0
2007,29,19,667065,111771,0.0
1996,33,12,535313,82641,6.0
1973,8,4,8600,5890,14.0
2007,36,23,188391,169507,
2008,8,7,21800,13550,
1987,57,21,257256,282639,5.0
2000,9,6,44650,4340,4.0
2010,7,6,28300,1550,5.0
2009,26,15,60700,4818,0.0
2006,25,9,321249,27173,4.0
2007,17,12,234777,40770,13.0
2005,36,18,506509,14097,6.0
1993,47,21,118593,82468,3.0
1997,19,10,67591,17738,
1977,15,7,236721,41426,2.0
2004,13,6,79976,52544,7.0
2011,9,7,40100,19766,8.0
1997,27,13,819104,107632,5.0
2000,25,16,78128,13282,0.0
2007,27,9,139146,38446,9.0
1989,31,10,248423,35705,0.0
2007,18,11,212961,25055,1.0
2003,25,9,44700,24059,14.0
2003,15,4,19200,6773,19.0
1999,30,22,220975,115250,4.0
1993,33,11,426809,123135,1.0
2007,11,4,85094,65340,0.0
2007,19,5,43239,28809,
1986,24,18,41593,28263,8.0
1999,20,9,202500,32797,
1996,23,16,350947,25447,8.0
2011,17,11,29939,12499,8.0
2005,42,13,231686,64495,20.0
2005,31,13,198918,11908,1.0
2008,7,6,124814,11171,
2011,33,29,53661,49538,2.0
1980,42,21,195191,44537,6.0
1981,13,11,105117,29909,13.0
1990,27,12,70417,44603,9.0
2007,9,7,47979,22951,2.0
2011,8,6,51000,44701,7.0
1999,27,14,556504,47713,2.0
1992,22,10,259559,50241,2.0
2008,14,7,63881,41884,17.0
2011,18,17,298860,31825,21.0
2002,23,11,289579,57871,7.0
1987,33,11,54758,27882,18.0
2003,46,16,819496,56832,7.0
1992,20,13,291354,72257,15.0
2002,45,18,307361,113335,1.0
1998,49,19,329921,61656,17.0
2013,4,4,21664,16739,
2007,17,4,61944,43667,1.0
2010,11,9,67125,36662,10.0
2009,27,15,74425,57440,19.0
2002,15,3,206439,8197,18.0
1986,21,7,22800,18904,0.0
1998,21,7,284057,77766,7.0
2014,17,15,35900,16450,2.0
2010,48,7,26050,15709,5.0
1982,36,14,82779,23886,3.0
2010,13,13,28100,34150,10.0
2002,27,18,265630,29299,4.0
1995,11,6,83300,12760,
2010,24,10,164592,22029,3.0
2012,12,9,67341,30126,1.0
1988,11,3,49901,21992,
1989,16,7,60558,32861,1.0
2001,45,25,446200,24918,3.0
2003,16,8,175201,40930,15.0
2007,17,8,192931,55307,17.0
2007,20,14,32600,9494,5.0
1994,34,24,84826,37976,6.0
2004,24,11,168002,51898,3.0
2004,13,10,36800,6660,
2004,14,6,63266,43937,21.0
2010,13,13,101282,54874,1.0
1994,14,10,220400,42192,7.0
2014,5,4,10400,250,0.0
1997,13,7,255875,38302,
2014,5,5,17118,13144,9.0
1999,15,9,67588,30044,18.0
1996,16,8,23278,17495,
2009,20,18,103857,87723,6.0
2005,41,6,282145,310894,1.0
2006,21,14,61500,48907,7.0
2006,14,12,299226,19802,2.0
2001,10,6,87464,48023,
2008,10,7,72541,46579,5.0
2005,32,21,87705,23715,
2012,13,10,100280,69396,5.0
1994,35,17,807629,130987,
2003,12,5,405212,82052,3.0
1994,20,14,112960,32821,21.0
2007,19,9,159040,4938,7.0
1977,21,10,64200,18330,6.0
1991,35,17,479517,57015,2.0
1998,23,16,193321,259619,4.0
2008,28,20,216949,44985,3.0
2003,21,8,185802,28824,3.0
2003,14,7,12875,10181,
1993,33,13,127486,71818,12.0
1976,7,4,52057,1940,
2009,14,9,261890,32539,8.0
2005,21,7,36346,18103,7.0
1979,63,30,575600,69071,2.0
2002,22,13,343290,18001,0.0
1993,17,7,33395,24020,0.0
1982,29,13,120808,101746,11.0
1994,30,10,42796,29666,9.0
1999,34,17,128461,37817,1.0
1993,38,12,269227,31117,3.0
2004,21,8,134053,126377,
2012,5,4,13600,1804,6.0
1990,15,9,16700,10366,1.0
2011,10,9,47753,31838,8.0
1991,15,8,475399,94591,0.0
1999,36,16,239139,86137,6.0
2004,26,9,68001,29401,9.0
2002,24,15,145911,59543,4.0
2007,15,12,300977,37117,3.0
1995,58,28,485270,135599,0.0
1992,60,16,713149,120982,0.0
2004,20,8,152160,12484,6.0
2006,18,11,161293,50497,
1995,23,10,68463,52076,
2004,45,25,793013,325450,3.0
2003,41,24,549944,39567,6.0
1998,20,11,39000,4394,2.0
2011,20,12,218586,39414,5.0
2001,45,18,390982,53448,2.0
1995,15,9,270246,137687,4.0
1999,18,7,725177,124003,14.0
2004,19,8,88941,57089,12.0
2010,10,7,67611,26875,17.0
1986,25,12,35700,28212,3.0
2003,17,12,388814,83617,5.0
2007,22,6,56435,41611,3.0
1990,31,11,146628,100729,4.0
2004,21,7,2806,674,
1998,26,10,239745,78586,2.0
1986,29,10,395790,82105,17.0
