emp_title,emp_length,state,homeownership,loan_amount,term,interest_rate
concrete specialist/welder,10.0,IL,RENT,20000,36,14.08
sr project manager,4.0,TX,RENT,15000,36,13.59
owner,3.0,FL,RENT,32000,36,10.91
registered nurse,7.0,GA,MORTGAGE,8400,36,10.9
co-owner,4.0,AZ,RENT,10000,36,14.08
registered nurse,7.0,NJ,MORTGAGE,24500,36,12.62
,,FL,RENT,6000,36,20.0
business consultant,10.0,MN,RENT,18000,36,6.08
director of operations ,5.0,OH,MORTGAGE,2050,36,6.08
media technician,10.0,WI,RENT,32000,60,9.93
janitor ,8.0,MO,MORTGAGE,3600,36,9.44
assistant principal,3.0,OH,MORTGAGE,20000,36,7.96
clinical nurse,10.0,IL,OWN,5000,36,9.93
,,PA,RENT,5000,36,11.99
manager financial analysis & planning,8.0,MN,MORTGAGE,15000,60,12.61
route representative ,3.0,NY,RENT,15000,36,5.32
hris/payroll specialist,6.0,FL,MORTGAGE,20000,60,25.81
civil engineer,5.0,WA,MORTGAGE,20000,60,10.9
owner,3.0,CA,MORTGAGE,30000,60,25.81
office associate,4.0,NE,MORTGAGE,15000,36,5.32
chemical,9.0,AL,MORTGAGE,15000,36,11.98
district manager,5.0,WI,RENT,16000,60,21.85
clerical,2.0,NJ,RENT,5000,36,5.31
lead network engineer,0.0,GA,MORTGAGE,20000,36,9.92
principal,10.0,IN,MORTGAGE,31075,60,10.9
,,NY,RENT,4200,36,20.39
cpms operations administrator,3.0,TX,RENT,20000,36,10.9
automotive technician,0.0,MD,MORTGAGE,25000,36,14.08
baker,10.0,WA,OWN,18000,60,21.85
foreman ,6.0,IN,RENT,12000,60,13.58
automotive vertical manager,0.0,FL,RENT,35000,36,11.99
him specialist,10.0,CT,OWN,20000,36,10.91
senior dpo,4.0,SC,OWN,30000,36,6.72
associate,0.0,GA,RENT,12500,36,19.03
pharmacy technician ,10.0,CA,OWN,28000,36,18.45
electrical bench tester - lead,5.0,WA,RENT,15000,60,10.9
president,10.0,VA,MORTGAGE,40000,60,9.43
laborer,4.0,IL,MORTGAGE,4500,36,7.97
salesman,2.0,MI,MORTGAGE,5000,36,7.35
,,IL,MORTGAGE,30000,36,7.34
terminal analyst,2.0,NE,OWN,10000,36,10.41
truck driver,4.0,CA,RENT,10000,36,10.41
prem tech,2.0,MO,MORTGAGE,10000,36,10.41
supervisor,8.0,NY,MORTGAGE,5000,36,10.41
truck driver ,10.0,CA,MORTGAGE,24000,36,7.96
sr application analyst,6.0,NV,RENT,28000,60,24.85
technical sales engineer,10.0,GA,MORTGAGE,35000,60,10.9
,,FL,MORTGAGE,7600,36,9.43
database administrator,9.0,PA,MORTGAGE,16000,60,19.42
senior bookkeeper,4.0,WV,OWN,2400,36,11.99
highway trasportation specialist ii,10.0,NY,OWN,36000,36,9.43
senior manager-hub,10.0,CA,RENT,36000,36,7.35
retail fin ancial specialist,3.0,MN,OWN,30000,60,12.62
business analyst,7.0,MA,OWN,10000,36,7.34
court administrator iii,10.0,NM,OWN,12500,36,17.09
engineer,10.0,WA,MORTGAGE,22000,60,15.04
lab assistant ii,3.0,NV,RENT,32000,60,21.45
director,8.0,FL,OWN,10000,36,7.97
pharmacy technician,2.0,MN,MORTGAGE,3600,36,14.08
detective ,10.0,CA,MORTGAGE,27625,60,17.47
script supervisor,10.0,CA,RENT,16000,36,9.43
laser technician 2,5.0,MO,OWN,16000,36,9.43
deputy sheriff,3.0,NV,MORTGAGE,10000,36,7.97
sheriff deputy/bailiff,10.0,NC,MORTGAGE,10000,36,9.44
acupuncturist,10.0,NY,RENT,10000,36,13.58
,,MS,MORTGAGE,2500,36,12.62
longshoreman,10.0,MS,MORTGAGE,24000,36,12.62
assistant manager,10.0,GA,RENT,6650,36,22.91
president,10.0,MT,MORTGAGE,20000,60,14.07
security officer,10.0,NM,MORTGAGE,10000,36,7.96
ad ops manager,5.0,MI,OWN,14000,60,14.07
sr electrical engineer,10.0,PA,OWN,16000,36,6.72
,,CA,MORTGAGE,8000,36,10.9
assistant prosecutor,3.0,MI,RENT,4000,36,11.99
quality,10.0,IN,MORTGAGE,20000,60,10.9
owner,10.0,TN,OWN,8000,36,9.44
assistant manager ,10.0,TN,RENT,15000,36,5.31
deputy clerk,10.0,KS,MORTGAGE,5000,36,11.99
,,TX,RENT,3200,36,6.08
it,8.0,MA,MORTGAGE,30000,36,5.32
field service engineer,10.0,TN,MORTGAGE,24000,60,16.02
rn,3.0,NY,RENT,5000,36,15.05
safety engineer,10.0,FL,OWN,10000,36,20.39
priest,10.0,NC,MORTGAGE,5000,36,6.72
coder,1.0,FL,RENT,13000,36,15.05
senior account manager,2.0,DE,RENT,20000,60,9.93
operator ,10.0,MI,MORTGAGE,15000,60,10.9
founder,0.0,IL,OWN,5500,36,9.93
"manager, workforce optimization",10.0,CA,MORTGAGE,7200,36,6.72
lead teller ops specialist ,5.0,NY,RENT,10000,36,18.45
manager,5.0,MA,RENT,15000,60,26.77
insurance & claims manager,10.0,LA,MORTGAGE,6000,36,18.06
field supervisor,4.0,KY,MORTGAGE,21600,36,6.07
license banker,8.0,NV,OWN,10000,60,14.08
hvac teck,10.0,MD,MORTGAGE,4500,36,7.34
supervisor,3.0,CA,RENT,10000,60,12.61
security officer,0.0,CA,RENT,8400,36,9.92
"manager, product management",10.0,MA,RENT,30000,36,17.09
bio sci tech,10.0,CA,RENT,5000,36,6.71
sr account manager,10.0,RI,MORTGAGE,16000,36,7.35
battalion cheif,10.0,OR,MORTGAGE,36000,60,9.93
maintenance supervisor,0.0,GA,RENT,12000,36,7.34
hr/payroll director,10.0,CA,MORTGAGE,35000,60,16.01
analyst,10.0,MD,MORTGAGE,15000,36,7.35
associate governmental program analyst,10.0,CA,RENT,13700,36,9.92
bartender,10.0,NY,MORTGAGE,9600,36,6.71
registered nurse,1.0,OH,MORTGAGE,24000,60,10.91
data entry,10.0,KY,OWN,10000,60,11.98
lead pm line cook ,5.0,MT,RENT,25000,36,19.03
manager,6.0,OR,OWN,10000,36,16.02
janitorial,7.0,NY,MORTGAGE,5500,36,9.92
mechanic ,7.0,TX,MORTGAGE,7500,36,7.34
district manager ,9.0,MN,MORTGAGE,40000,60,10.42
machine operator,4.0,TX,MORTGAGE,22000,60,19.42
compliance supervisor,0.0,NC,RENT,7000,36,6.08
manager,10.0,MI,MORTGAGE,16000,36,9.92
it director,10.0,MI,MORTGAGE,26000,60,10.91
consultant,10.0,CA,RENT,32000,36,14.08
secondary marketing/capital markets,8.0,IN,MORTGAGE,7500,36,6.71
meat manager,10.0,AZ,MORTGAGE,4800,36,7.35
upholsterer ,9.0,GA,RENT,10000,60,18.06
readiness nco,10.0,TN,MORTGAGE,4000,36,13.58
lead electrician ,10.0,IL,MORTGAGE,8000,36,7.97
registered nurse,5.0,OK,MORTGAGE,6000,36,13.58
beauty ambassador,0.0,NV,RENT,20000,60,11.99
associate,2.0,OH,OWN,8000,36,7.97
licence specialist in school psychology ,8.0,TX,MORTGAGE,25000,36,6.07
sales mgr,10.0,MA,MORTGAGE,30000,36,9.92
president,10.0,NJ,OWN,5000,36,5.31
limousine driver,4.0,NY,RENT,15000,36,15.05
management,10.0,DC,MORTGAGE,40000,60,7.34
broadband tech,5.0,AZ,MORTGAGE,30000,60,9.93
cto clerk,9.0,CA,MORTGAGE,20000,60,25.82
manufacturer ,3.0,MN,MORTGAGE,15000,36,7.34
teacher,5.0,AZ,RENT,20000,36,5.31
housekeeping,6.0,IL,RENT,12000,60,15.04
president,7.0,FL,MORTGAGE,19000,36,9.43
director of brand marketing,10.0,AL,MORTGAGE,8000,36,5.31
graphic designer,2.0,NY,OWN,6500,36,10.41
driver,1.0,NY,MORTGAGE,30000,36,18.06
server,0.0,MO,OWN,5000,36,14.08
territory manager,4.0,CA,RENT,12000,36,10.41
floor health monitor ,0.0,OH,RENT,1200,36,15.04
clinical team leader,0.0,NC,MORTGAGE,36475,36,7.97
supervisor ,3.0,MA,RENT,20000,60,25.81
communications officer,10.0,GA,MORTGAGE,40000,60,13.59
officer,10.0,IL,MORTGAGE,18000,60,21.85
teacher,10.0,TN,MORTGAGE,4000,36,6.72
recruiter,10.0,WA,MORTGAGE,24000,60,20.39
,,CA,MORTGAGE,35000,36,12.61
fcns,5.0,TX,OWN,10000,36,9.92
sales,10.0,TX,RENT,25000,60,7.34
owner/operator,10.0,FL,MORTGAGE,12500,36,7.34
food service management,6.0,CA,RENT,2800,36,9.44
land use officer,10.0,CT,MORTGAGE,20000,60,16.02
client services coordinator ,9.0,NE,MORTGAGE,22400,60,9.92
vice president of sales ,1.0,CT,OWN,40000,36,9.92
shop manager ,8.0,FL,OWN,12600,36,13.59
sr loan servicer,1.0,CT,RENT,10000,60,17.09
consultant,3.0,FL,MORTGAGE,20000,60,14.08
instructional assistant,10.0,AZ,MORTGAGE,20000,60,18.06
stylist,6.0,CT,RENT,20000,36,17.09
service tech,10.0,NJ,RENT,35500,36,21.45
detective,10.0,TX,MORTGAGE,12000,60,18.06
operator 3,1.0,TX,MORTGAGE,35000,60,14.08
branch manager,0.0,CA,RENT,18000,36,5.31
deliver driver,8.0,AK,RENT,10000,60,17.09
home health aid,4.0,MA,MORTGAGE,6025,36,10.42
farmhand,9.0,WI,RENT,15000,36,5.31
avp,10.0,MI,MORTGAGE,14000,60,15.05
senior customer service specialist,3.0,CA,RENT,6000,36,10.91
public affairs officer,10.0,TX,MORTGAGE,40000,60,9.44
cash application specialist,3.0,PA,MORTGAGE,10000,36,9.44
regional director,7.0,NY,OWN,40000,36,5.32
train engineer,10.0,NJ,OWN,28000,60,7.35
security technician,2.0,WI,RENT,10450,36,6.08
delivery driver,10.0,CO,RENT,5000,36,17.09
human resources manager,10.0,AL,MORTGAGE,12000,36,7.96
automotive technician,10.0,NE,RENT,10000,36,7.97
sales mgr,3.0,FL,MORTGAGE,12000,36,9.43
feeder driver,10.0,TN,MORTGAGE,30000,60,26.77
ceo,10.0,IL,RENT,20000,36,5.31
courier,10.0,NJ,OWN,12000,60,9.43
sales,10.0,IL,MORTGAGE,40000,36,6.07
senior manager,10.0,CT,RENT,40000,60,12.62
insurance agent,2.0,VA,RENT,6400,36,13.59
dispatcher,3.0,TX,RENT,8000,36,7.96
staff development manager,5.0,PA,MORTGAGE,2000,36,14.08
director of operations,10.0,MO,MORTGAGE,30000,60,13.58
web developer,3.0,NY,RENT,10900,60,21.45
,,WV,OWN,4000,36,13.58
sr software engineer,2.0,PA,RENT,6500,36,19.03
children's intensive case manager,5.0,NY,RENT,10500,36,7.96
elevator mechanic,9.0,NY,MORTGAGE,12000,36,7.96
,,CT,RENT,2000,36,6.72
,,NJ,OWN,10000,60,18.45
project manager,10.0,SC,MORTGAGE,28500,60,11.98
family service worker ii,1.0,CA,RENT,24000,36,17.09
telecom analyst,2.0,NJ,MORTGAGE,5000,36,9.44
full professor,10.0,FL,MORTGAGE,28000,36,7.34
faculty,2.0,IL,MORTGAGE,19725,36,11.98
director of catering,6.0,CA,RENT,7000,36,19.03
,,GA,RENT,12000,36,9.92
admissions coordinator ,2.0,TN,OWN,12000,60,20.0
construction inspector,10.0,FL,RENT,20000,60,7.34
director of security,3.0,FL,RENT,11200,36,7.97
vp/portfolio manager,5.0,NV,MORTGAGE,1700,36,9.44
nurse anesthetist,10.0,MI,MORTGAGE,40000,36,5.32
director of student services,5.0,NY,RENT,10000,36,15.05
rrt,10.0,MI,OWN,20000,60,19.03
labor relations analyst,10.0,CA,MORTGAGE,9600,36,12.62
vp risk manager,10.0,IL,MORTGAGE,28000,36,5.32
project controls specialist,2.0,UT,MORTGAGE,15000,36,6.72
manager,8.0,NJ,MORTGAGE,20000,36,5.32
sales,2.0,AZ,OWN,15000,36,11.99
vice president,7.0,NC,MORTGAGE,40000,60,12.61
recruiting manager,0.0,VA,MORTGAGE,10000,36,6.07
"business systems analyst, senior",10.0,FL,MORTGAGE,20000,60,11.99
teacher,5.0,TX,RENT,25000,60,16.02
title clerk,3.0,FL,RENT,8400,36,15.05
diet clerk,10.0,MO,MORTGAGE,10000,36,13.59
maintenance technician ,3.0,OH,MORTGAGE,7000,36,11.98
supply chain manager,8.0,KS,MORTGAGE,28000,60,15.05
nurse assistant ,10.0,AL,OWN,5200,36,18.45
machinist,10.0,OH,MORTGAGE,20000,60,15.04
area service manager,10.0,MD,MORTGAGE,30000,60,15.04
physician assistant,2.0,NJ,MORTGAGE,16000,36,7.35
area manager,5.0,FL,RENT,18000,36,9.44
it manager,10.0,IN,MORTGAGE,21000,60,16.02
warehouse inventory,3.0,CA,OWN,5000,36,14.07
post-closer manager,3.0,VA,OWN,30000,60,28.72
project manager,7.0,SC,MORTGAGE,30000,36,19.03
forklift drive,10.0,GA,MORTGAGE,18000,60,9.92
operator,1.0,NE,RENT,1000,36,22.91
engineer,10.0,PA,MORTGAGE,25000,36,7.35
property manager ,0.0,WA,MORTGAGE,3000,36,18.45
medical transporter,9.0,MO,RENT,20000,36,15.05
nda technical programs manager,2.0,TN,MORTGAGE,30000,60,23.88
,,NY,OWN,2500,36,10.9
,,NJ,MORTGAGE,10000,36,6.08
area manager,10.0,NC,MORTGAGE,12000,36,10.9
office manager/executive assistant,3.0,NJ,RENT,35000,60,21.85
nurse,8.0,PA,MORTGAGE,8000,36,6.72
business analyst iii,10.0,TX,MORTGAGE,30000,60,13.58
executive chef,10.0,RI,RENT,25000,36,13.58
premier banker ,5.0,AZ,RENT,8000,36,15.04
vp of operations,10.0,RI,RENT,20000,60,9.44
sales,1.0,CA,RENT,9000,36,17.47
real estate agent ,4.0,CA,MORTGAGE,20000,60,15.05
maintenance,10.0,KY,MORTGAGE,30000,60,25.81
werehouse associated,1.0,MN,RENT,28000,36,20.39
construction manger,10.0,NY,RENT,16000,60,13.58
rn,9.0,CA,RENT,16000,36,9.93
pharmacist ,8.0,CA,MORTGAGE,6000,36,15.05
executive administrator ,2.0,NY,RENT,12500,36,18.45
heavy loader operator,10.0,TX,MORTGAGE,15000,60,15.04
powerlineman,10.0,AZ,MORTGAGE,40000,60,16.02
,,SC,OWN,10000,36,14.07
loan officer,1.0,TX,MORTGAGE,35000,36,14.07
doctor,0.0,NY,RENT,9000,36,7.97
owner,2.0,NV,MORTGAGE,25000,60,13.59
environmental consultant,0.0,MA,RENT,13500,36,15.05
craneman,10.0,PA,MORTGAGE,12000,60,16.02
manager,7.0,WA,OWN,20000,36,12.62
penetration tester,2.0,VA,RENT,30000,60,9.43
medical technologist,1.0,NJ,RENT,25000,60,12.62
analyst,1.0,NY,RENT,25000,36,11.98
senior title officer,10.0,CA,RENT,40000,60,13.59
it manager,10.0,NY,OWN,40000,36,6.08
president,10.0,NY,MORTGAGE,20000,36,10.41
lead service tech,1.0,OH,RENT,7500,36,13.59
machine operator,10.0,CA,RENT,17000,60,28.72
dental pas tl,2.0,OH,RENT,35000,36,7.35
owner ,5.0,MN,MORTGAGE,12000,36,10.9
development officer,2.0,TX,MORTGAGE,16500,60,7.34
csa,0.0,OR,RENT,10000,60,10.42
,,NY,MORTGAGE,10000,60,12.62
school secretary 1,10.0,CA,RENT,2500,36,9.93
financial advisor,9.0,TX,MORTGAGE,20000,36,13.58
director of sales,7.0,WA,RENT,35000,60,17.47
nursing assistsnt,10.0,NY,RENT,15000,60,12.61
sr vice president,10.0,TX,OWN,30000,36,9.43
maintenance director,10.0,MO,MORTGAGE,21000,60,12.62
police officer /auto parts delivery,10.0,PA,OWN,14000,36,9.93
,,CT,MORTGAGE,15000,60,15.05
teaching fellow ,4.0,CO,RENT,11200,60,25.81
sales rep,7.0,VA,MORTGAGE,25000,36,7.34
owner ,9.0,PA,MORTGAGE,12000,60,10.42
,,IL,MORTGAGE,10000,36,5.31
,,WA,MORTGAGE,21000,36,12.62
senior officer specialist,8.0,CA,MORTGAGE,16000,60,20.0
ceo,10.0,IL,MORTGAGE,40000,36,10.91
systems engineer 4,5.0,FL,MORTGAGE,16800,36,12.62
equipment operator,10.0,PA,MORTGAGE,7000,36,5.31
project & property manager,5.0,VT,MORTGAGE,20000,60,11.98
administrative assistant ,6.0,MA,RENT,14400,36,7.96
billing/customer service,10.0,NY,MORTGAGE,30000,36,14.07
icare,5.0,TX,RENT,8000,36,14.08
asst manager,7.0,TX,MORTGAGE,5000,36,9.44
registered nurse ,5.0,NC,MORTGAGE,10000,36,13.59
high way tech 1,6.0,KY,OWN,5000,36,22.91
office manager,3.0,FL,MORTGAGE,4000,36,6.08
,,CA,RENT,15000,36,6.72
it manager,10.0,NH,MORTGAGE,37000,60,16.01
sales,2.0,CA,RENT,10000,36,18.06
owner opperator,10.0,OH,MORTGAGE,19000,36,14.07
fleet sales,0.0,GA,OWN,35000,60,10.42
special agent,10.0,CA,MORTGAGE,40000,36,5.32
business development manager,0.0,TX,MORTGAGE,10000,36,10.41
registered nurse,0.0,PA,MORTGAGE,20000,60,11.98
pharmacy courier ,3.0,NY,RENT,37000,60,16.02
pricing strategist ,1.0,FL,MORTGAGE,18000,36,5.32
medical doctor,10.0,CA,MORTGAGE,40000,36,5.31
teacher,8.0,AZ,OWN,16000,36,16.01
project engineer,1.0,CO,RENT,10000,36,11.99
pilot ,3.0,KY,MORTGAGE,25000,36,9.92
,,CA,RENT,14000,36,11.98
contractor sales,6.0,OH,RENT,24000,60,11.99
comgr,10.0,AZ,MORTGAGE,40000,60,7.97
instructor,3.0,NY,RENT,12000,36,7.34
route driver,1.0,KY,OWN,6000,36,6.71
,,NY,RENT,20000,60,9.92
director,1.0,NC,MORTGAGE,11000,60,9.92
customer service/sales associate,10.0,OH,RENT,11500,60,9.44
chief communications officer,1.0,OK,MORTGAGE,7500,36,7.97
art fairs coordinator,2.0,NY,RENT,6000,36,10.91
technical support ,3.0,KY,RENT,10000,36,10.91
medical education specialist,10.0,FL,MORTGAGE,7500,36,9.44
pharmacist,10.0,IL,MORTGAGE,25000,36,23.87
correctional officer ,0.0,OH,RENT,6600,36,18.45
service assurance agent,10.0,WA,OWN,15500,36,10.41
mortgage lender,5.0,MN,MORTGAGE,25000,60,19.42
correctional officer,10.0,CA,MORTGAGE,2000,36,13.58
kitchen manager,0.0,CO,RENT,4000,36,9.92
grocery clerk,10.0,AZ,RENT,5000,36,16.02
biomedical engineer,2.0,CA,OWN,10000,60,23.88
paramedic,10.0,NC,OWN,6000,36,10.91
insurance agent,10.0,TX,RENT,15000,36,13.59
police,10.0,VA,MORTGAGE,18000,60,10.9
customer service,10.0,TX,MORTGAGE,24000,36,14.08
ramp service man,10.0,VA,MORTGAGE,25350,60,19.03
medical w,3.0,MD,OWN,15600,36,14.07
shipping forklift driver,10.0,WI,RENT,15000,36,10.91
florist ,6.0,AL,OWN,10000,36,10.91
special enforcement investigator,5.0,HI,RENT,13500,60,18.06
warehouse team member ,2.0,OH,RENT,6000,36,9.93
truck driver,8.0,TX,RENT,12800,60,24.85
principal,10.0,MS,MORTGAGE,30000,36,10.42
area manager,10.0,FL,MORTGAGE,20000,60,11.98
front office supervisor,10.0,CA,RENT,4000,36,5.32
route salesman,8.0,KY,MORTGAGE,24000,60,21.45
,,CA,RENT,25000,60,14.08
rn,10.0,NY,RENT,20000,60,6.72
operations director,2.0,TX,OWN,18000,36,15.05
,,NC,MORTGAGE,7000,36,9.43
senior network lead engineer,1.0,NY,MORTGAGE,24000,60,19.42
program director,10.0,NC,MORTGAGE,16000,60,10.91
rn,1.0,TN,MORTGAGE,25000,60,14.08
,,VA,MORTGAGE,7000,36,9.92
assistant,1.0,FL,MORTGAGE,4200,36,9.92
technician ,10.0,NV,RENT,4800,36,11.99
,,CA,RENT,16000,36,9.44
co owner,4.0,CA,MORTGAGE,15000,36,9.43
respiratory therapist,10.0,LA,MORTGAGE,1500,36,7.35
cashier,3.0,FL,OWN,20000,60,15.05
annalyst,10.0,AL,MORTGAGE,11700,60,11.99
firefighter,4.0,OH,RENT,35000,36,9.44
,,NV,OWN,15000,36,9.92
sales engineer,0.0,PA,MORTGAGE,13150,60,12.62
driver forklift ,10.0,CA,RENT,20000,36,14.08
wfa 1,7.0,OR,MORTGAGE,17400,36,10.41
,,NY,RENT,14000,60,24.84
,,CA,RENT,25000,36,13.59
owner,10.0,MA,MORTGAGE,8425,36,17.09
,,SC,RENT,4000,36,6.07
sales director,10.0,TX,MORTGAGE,28000,36,9.43
file clerk,1.0,CA,RENT,15850,36,6.08
key holder,4.0,NJ,RENT,4200,36,7.97
receiving clerk,0.0,IN,OWN,16000,60,16.01
manager,0.0,CA,RENT,40000,60,9.92
engineer,5.0,TX,MORTGAGE,24000,60,15.04
load crew chief,6.0,AZ,MORTGAGE,12500,36,7.96
lna,1.0,VT,MORTGAGE,15000,36,15.05
librarian,4.0,CA,RENT,5000,36,9.43
horticulturist,5.0,CO,MORTGAGE,30000,60,20.0
,,VT,RENT,2000,36,17.09
facility maintenance manager,3.0,TX,MORTGAGE,17000,60,14.07
hr director,10.0,MO,MORTGAGE,22500,36,10.42
driver,6.0,NH,MORTGAGE,24000,60,12.62
sensor operator,0.0,OR,RENT,16000,36,15.04
"senior vice president, sr rel manager",10.0,CA,MORTGAGE,24000,60,10.42
learning resource engineer,0.0,FL,RENT,25600,60,18.45
systems administrator,0.0,ND,RENT,7100,36,22.91
director of pharmacy,10.0,AR,MORTGAGE,12000,36,6.08
,,OH,MORTGAGE,35000,36,16.01
human resources mananger,10.0,CA,MORTGAGE,20000,60,7.35
registered nurse,4.0,CA,MORTGAGE,6000,36,11.98
mfg compl tech,10.0,NC,MORTGAGE,5000,36,7.34
business development manager,0.0,WV,MORTGAGE,5600,36,16.02
mailhandler,10.0,CT,RENT,20000,60,17.47
assistant principal,4.0,TX,RENT,25000,60,20.0
core operator,6.0,IL,MORTGAGE,20000,36,10.41
registered nurse,0.0,CO,RENT,35000,36,12.62
edi analyst,6.0,NJ,MORTGAGE,14000,60,9.44
construction inspector,5.0,OH,RENT,2500,36,10.9
administrative nursing supervisor ,10.0,MS,MORTGAGE,10000,36,7.35
,,NC,RENT,15000,36,5.32
machinist/ supervisor,10.0,TX,RENT,32000,60,17.09
case manager,9.0,IN,MORTGAGE,6000,36,5.31
elevator mechanic,10.0,OH,OWN,17000,60,10.9
director of quality assurance,5.0,CA,MORTGAGE,5000,36,9.92
executive assistant,10.0,NY,MORTGAGE,10000,36,6.71
cna,10.0,NY,RENT,4500,36,9.43
forman,1.0,CA,MORTGAGE,11000,60,25.82
rehab officer,10.0,CA,MORTGAGE,40000,60,16.02
operations manager,1.0,VA,RENT,10000,36,6.72
machine operator,10.0,IL,MORTGAGE,19000,36,10.9
product specialist ,5.0,TX,RENT,7500,36,7.97
,,FL,MORTGAGE,4800,36,13.59
youth supervisor,7.0,VA,MORTGAGE,18000,36,11.98
management,2.0,IL,MORTGAGE,8000,36,12.61
software management directo,5.0,TX,MORTGAGE,15000,36,7.97
professor,10.0,CA,MORTGAGE,32000,60,12.62
ehr applications analyst iii,10.0,MA,RENT,40000,36,10.91
owner/ contractor for lowes,10.0,OH,MORTGAGE,10000,36,12.62
,,NE,MORTGAGE,7200,36,14.08
head of finance,10.0,DC,RENT,30000,36,6.08
director,9.0,NE,MORTGAGE,9500,36,12.61
manager ,3.0,FL,MORTGAGE,20000,60,20.0
teacher,5.0,FL,RENT,23200,60,12.62
project manager,7.0,WV,MORTGAGE,19000,60,7.34
,,CA,MORTGAGE,35000,36,7.35
,,CO,OWN,6000,36,12.62
general manager,10.0,OK,MORTGAGE,35000,60,22.9
professional truck driver,10.0,WV,MORTGAGE,12000,36,16.02
technical account manager,3.0,CA,RENT,10800,36,15.05
secretary,10.0,MS,MORTGAGE,10000,60,21.45
entertainment coordinator,1.0,FL,RENT,14000,36,6.72
accountant,10.0,TX,MORTGAGE,30000,60,9.93
clerk,0.0,TX,RENT,13000,36,13.58
national organizing manger ,2.0,MS,RENT,8000,36,11.98
manager,10.0,IL,MORTGAGE,40000,36,5.32
captain,10.0,CA,MORTGAGE,40000,60,10.9
office manager/realtor,1.0,MO,MORTGAGE,20000,60,12.61
financial consultant,0.0,CA,RENT,35000,60,18.06
pct3,3.0,MN,MORTGAGE,25000,60,10.42
director of programs and education,2.0,TN,MORTGAGE,40000,36,10.91
provider,2.0,CA,MORTGAGE,10000,36,24.85
barista,1.0,FL,RENT,5000,36,11.98
equipment sales,4.0,OH,MORTGAGE,30000,60,11.99
service tech ,10.0,CA,MORTGAGE,8500,36,7.97
customer sevice,10.0,IN,MORTGAGE,10000,60,19.42
professor,10.0,TX,MORTGAGE,40000,60,12.61
,,ND,OWN,9000,36,19.03
plumbing dept associate,0.0,NY,OWN,10000,36,6.72
graphic designer,6.0,IL,RENT,20000,60,20.0
senior property manager,0.0,IL,OWN,36000,60,12.61
manager,4.0,NY,RENT,5000,36,15.05
tax analyst,9.0,CT,MORTGAGE,15000,60,9.44
supervisor,0.0,AR,RENT,10000,36,10.42
food service worker,3.0,CA,RENT,20000,36,11.98
audiologist,0.0,KS,MORTGAGE,6500,36,10.42
reviewer,3.0,AL,MORTGAGE,16000,60,9.92
office manager,10.0,MI,MORTGAGE,12000,36,9.92
receptionist,1.0,MD,RENT,15200,36,24.85
quality analyst,5.0,CA,RENT,8000,36,12.62
president,0.0,FL,MORTGAGE,22000,36,14.07
clinical manager,4.0,MD,MORTGAGE,8000,36,18.45
graphic design teacher,0.0,SC,MORTGAGE,20000,60,16.01
senior software developer ,10.0,IL,MORTGAGE,7000,36,6.07
bartender ,4.0,CO,RENT,10000,36,6.71
supply planner,1.0,IL,MORTGAGE,12000,36,13.59
hr dir,10.0,FL,MORTGAGE,4400,36,7.34
foreman ,6.0,HI,RENT,7000,36,6.72
parts business development manager,1.0,IN,MORTGAGE,25000,36,5.31
letter carrier,10.0,NJ,OWN,40000,36,9.44
regional sales director,1.0,CT,MORTGAGE,24000,36,10.91
store manager,6.0,FL,MORTGAGE,35000,36,10.41
president,10.0,NC,OWN,20000,60,11.99
welder,10.0,IL,MORTGAGE,5500,36,9.93
it service technician,4.0,PA,RENT,8600,36,14.08
installer,10.0,SC,RENT,18000,36,9.93
heavy equipment operator,10.0,WV,MORTGAGE,18000,60,16.02
welder,10.0,MO,MORTGAGE,28225,36,20.39
benefits/worklife manager,10.0,GA,MORTGAGE,24100,60,30.65
software developer ii,4.0,CA,RENT,4200,36,11.99
sales,1.0,CA,MORTGAGE,12950,36,7.35
accountant,1.0,CA,RENT,19200,60,26.3
parts mgr,4.0,MI,MORTGAGE,16800,60,21.45
airport supervisor ,4.0,NY,MORTGAGE,30000,60,13.59
assistant store manager,10.0,CA,RENT,10000,36,18.45
,,SC,MORTGAGE,22000,36,11.99
director of operations,9.0,WV,MORTGAGE,26500,60,12.61
bsa investigator,4.0,TX,MORTGAGE,6500,36,10.41
counselor,3.0,LA,RENT,6000,36,25.82
teacher,10.0,CA,RENT,21000,60,15.05
chemist,0.0,MI,RENT,7300,36,9.43
executive chef,1.0,VA,MORTGAGE,20000,36,12.62
,,CA,MORTGAGE,6000,36,21.45
driver,10.0,CA,RENT,40000,36,11.99
district service manager,10.0,OH,MORTGAGE,30000,60,16.02
,,IN,OWN,20000,60,20.39
cashier,10.0,FL,MORTGAGE,18000,60,19.42
weighmaster,3.0,NC,MORTGAGE,12000,60,9.44
manager,7.0,NC,RENT,15000,36,15.05
service technician ,10.0,CA,RENT,40000,36,10.9
,,PA,OWN,6000,36,7.35
probation corrections officer,5.0,CA,RENT,25200,60,24.84
family service specialist ii,6.0,NV,MORTGAGE,3600,36,7.35
,,NC,MORTGAGE,15000,60,14.07
carpenter,2.0,IN,RENT,5000,36,11.99
lead shipping,5.0,AL,MORTGAGE,20000,60,11.99
supervisor,10.0,NJ,MORTGAGE,10000,36,7.97
teacher,10.0,MD,OWN,28900,60,28.72
